path,true,clean,adv
victim_models/dataset/ModelNet10/bathtub/test/bathtub_0107.off | true: 0 | clean: 0 | adv: 9
victim_models/dataset/ModelNet10/bed/test/bed_0595.off | true: 1 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/bed/test/bed_0601.off | true: 1 | clean: 1 | adv: 2
victim_models/dataset/ModelNet10/bed/test/bed_0604.off | true: 1 | clean: 1 | adv: 2
victim_models/dataset/ModelNet10/bed/test/bed_0607.off | true: 1 | clean: 1 | adv: 2
victim_models/dataset/ModelNet10/bed/test/bed_0611.off | true: 1 | clean: 1 | adv: 7
victim_models/dataset/ModelNet10/bed/test/bed_0615.off | true: 1 | clean: 1 | adv: 5
victim_models/dataset/ModelNet10/chair/test/chair_0890.off | true: 2 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/chair/test/chair_0896.off | true: 2 | clean: 2 | adv: 3
victim_models/dataset/ModelNet10/chair/test/chair_0908.off | true: 2 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/chair/test/chair_0918.off | true: 2 | clean: 2 | adv: 3
victim_models/dataset/ModelNet10/chair/test/chair_0927.off | true: 2 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/chair/test/chair_0942.off | true: 2 | clean: 2 | adv: 8
victim_models/dataset/ModelNet10/chair/test/chair_0948.off | true: 2 | clean: 8 | adv: 8
victim_models/dataset/ModelNet10/chair/test/chair_0951.off | true: 2 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/chair/test/chair_0972.off | true: 2 | clean: 1 | adv: 2
victim_models/dataset/ModelNet10/chair/test/chair_0975.off | true: 2 | clean: 2 | adv: 1
victim_models/dataset/ModelNet10/chair/test/chair_0980.off | true: 2 | clean: 2 | adv: 6
victim_models/dataset/ModelNet10/desk/test/desk_0202.off | true: 3 | clean: 8 | adv: 8
victim_models/dataset/ModelNet10/desk/test/desk_0205.off | true: 3 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/desk/test/desk_0207.off | true: 3 | clean: 3 | adv: 8
victim_models/dataset/ModelNet10/desk/test/desk_0212.off | true: 3 | clean: 3 | adv: 6
victim_models/dataset/ModelNet10/desk/test/desk_0215.off | true: 3 | clean: 8 | adv: 8
victim_models/dataset/ModelNet10/desk/test/desk_0220.off | true: 3 | clean: 8 | adv: 8
victim_models/dataset/ModelNet10/desk/test/desk_0228.off | true: 3 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/desk/test/desk_0232.off | true: 3 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/desk/test/desk_0236.off | true: 3 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/desk/test/desk_0238.off | true: 3 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/desk/test/desk_0240.off | true: 3 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/desk/test/desk_0245.off | true: 3 | clean: 5 | adv: 5
victim_models/dataset/ModelNet10/desk/test/desk_0248.off | true: 3 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/desk/test/desk_0251.off | true: 3 | clean: 8 | adv: 8
victim_models/dataset/ModelNet10/desk/test/desk_0255.off | true: 3 | clean: 8 | adv: 8
victim_models/dataset/ModelNet10/desk/test/desk_0261.off | true: 3 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/desk/test/desk_0263.off | true: 3 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/desk/test/desk_0266.off | true: 3 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/desk/test/desk_0272.off | true: 3 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/desk/test/desk_0275.off | true: 3 | clean: 3 | adv: 2
victim_models/dataset/ModelNet10/desk/test/desk_0277.off | true: 3 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/desk/test/desk_0283.off | true: 3 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/dresser/test/dresser_0201.off | true: 4 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/dresser/test/dresser_0205.off | true: 4 | clean: 8 | adv: 8
victim_models/dataset/ModelNet10/dresser/test/dresser_0208.off | true: 4 | clean: 6 | adv: 6
victim_models/dataset/ModelNet10/dresser/test/dresser_0210.off | true: 4 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/dresser/test/dresser_0213.off | true: 4 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/dresser/test/dresser_0216.off | true: 4 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/dresser/test/dresser_0220.off | true: 4 | clean: 8 | adv: 8
victim_models/dataset/ModelNet10/dresser/test/dresser_0224.off | true: 4 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/dresser/test/dresser_0228.off | true: 4 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/dresser/test/dresser_0232.off | true: 4 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/dresser/test/dresser_0239.off | true: 4 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/dresser/test/dresser_0242.off | true: 4 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/dresser/test/dresser_0247.off | true: 4 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/dresser/test/dresser_0251.off | true: 4 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/dresser/test/dresser_0254.off | true: 4 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/dresser/test/dresser_0258.off | true: 4 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/dresser/test/dresser_0262.off | true: 4 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/dresser/test/dresser_0264.off | true: 4 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/dresser/test/dresser_0267.off | true: 4 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/dresser/test/dresser_0272.off | true: 4 | clean: 8 | adv: 8
victim_models/dataset/ModelNet10/dresser/test/dresser_0275.off | true: 4 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/dresser/test/dresser_0281.off | true: 4 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/dresser/test/dresser_0283.off | true: 4 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/monitor/test/monitor_0466.off | true: 5 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/monitor/test/monitor_0472.off | true: 5 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/monitor/test/monitor_0477.off | true: 5 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/monitor/test/monitor_0479.off | true: 5 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/monitor/test/monitor_0482.off | true: 5 | clean: 5 | adv: 2
victim_models/dataset/ModelNet10/monitor/test/monitor_0485.off | true: 5 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/monitor/test/monitor_0487.off | true: 5 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/monitor/test/monitor_0492.off | true: 5 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/monitor/test/monitor_0496.off | true: 5 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/monitor/test/monitor_0502.off | true: 5 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/monitor/test/monitor_0512.off | true: 5 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/monitor/test/monitor_0515.off | true: 5 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/monitor/test/monitor_0517.off | true: 5 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/monitor/test/monitor_0522.off | true: 5 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/monitor/test/monitor_0525.off | true: 5 | clean: 5 | adv: 2
victim_models/dataset/ModelNet10/monitor/test/monitor_0527.off | true: 5 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/monitor/test/monitor_0531.off | true: 5 | clean: 3 | adv: 3
victim_models/dataset/ModelNet10/monitor/test/monitor_0533.off | true: 5 | clean: 5 | adv: 2
victim_models/dataset/ModelNet10/monitor/test/monitor_0535.off | true: 5 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/monitor/test/monitor_0540.off | true: 5 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/monitor/test/monitor_0543.off | true: 5 | clean: 7 | adv: 7
victim_models/dataset/ModelNet10/monitor/test/monitor_0545.off | true: 5 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/monitor/test/monitor_0547.off | true: 5 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/monitor/test/monitor_0550.off | true: 5 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/monitor/test/monitor_0554.off | true: 5 | clean: 5 | adv: 4
victim_models/dataset/ModelNet10/monitor/test/monitor_0557.off | true: 5 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/monitor/test/monitor_0560.off | true: 5 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/monitor/test/monitor_0562.off | true: 5 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/monitor/test/monitor_0564.off | true: 5 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/night_stand/test/night_stand_0202.off | true: 6 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/night_stand/test/night_stand_0209.off | true: 6 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/night_stand/test/night_stand_0212.off | true: 6 | clean: 8 | adv: 8
victim_models/dataset/ModelNet10/night_stand/test/night_stand_0216.off | true: 6 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/night_stand/test/night_stand_0219.off | true: 6 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/night_stand/test/night_stand_0221.off | true: 6 | clean: 3 | adv: 3
victim_models/dataset/ModelNet10/night_stand/test/night_stand_0223.off | true: 6 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/night_stand/test/night_stand_0226.off | true: 6 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/night_stand/test/night_stand_0230.off | true: 6 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/night_stand/test/night_stand_0232.off | true: 6 | clean: 5 | adv: 5
victim_models/dataset/ModelNet10/night_stand/test/night_stand_0234.off | true: 6 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/night_stand/test/night_stand_0236.off | true: 6 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/night_stand/test/night_stand_0239.off | true: 6 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/night_stand/test/night_stand_0242.off | true: 6 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/night_stand/test/night_stand_0246.off | true: 6 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/night_stand/test/night_stand_0248.off | true: 6 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/night_stand/test/night_stand_0254.off | true: 6 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/night_stand/test/night_stand_0257.off | true: 6 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/night_stand/test/night_stand_0259.off | true: 6 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/night_stand/test/night_stand_0263.off | true: 6 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/night_stand/test/night_stand_0265.off | true: 6 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/night_stand/test/night_stand_0271.off | true: 6 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/night_stand/test/night_stand_0274.off | true: 6 | clean: 6 | adv: 6
victim_models/dataset/ModelNet10/night_stand/test/night_stand_0277.off | true: 6 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/night_stand/test/night_stand_0283.off | true: 6 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/night_stand/test/night_stand_0285.off | true: 6 | clean: 5 | adv: 5
victim_models/dataset/ModelNet10/sofa/test/sofa_0681.off | true: 7 | clean: 8 | adv: 8
victim_models/dataset/ModelNet10/sofa/test/sofa_0686.off | true: 7 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/sofa/test/sofa_0688.off | true: 7 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/sofa/test/sofa_0692.off | true: 7 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/sofa/test/sofa_0695.off | true: 7 | clean: 3 | adv: 3
victim_models/dataset/ModelNet10/sofa/test/sofa_0703.off | true: 7 | clean: 1 | adv: 2
victim_models/dataset/ModelNet10/sofa/test/sofa_0707.off | true: 7 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/sofa/test/sofa_0711.off | true: 7 | clean: 7 | adv: 3
victim_models/dataset/ModelNet10/sofa/test/sofa_0733.off | true: 7 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/sofa/test/sofa_0738.off | true: 7 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/sofa/test/sofa_0741.off | true: 7 | clean: 7 | adv: 1
victim_models/dataset/ModelNet10/sofa/test/sofa_0744.off | true: 7 | clean: 3 | adv: 3
victim_models/dataset/ModelNet10/sofa/test/sofa_0756.off | true: 7 | clean: 7 | adv: 1
victim_models/dataset/ModelNet10/sofa/test/sofa_0759.off | true: 7 | clean: 1 | adv: 8
victim_models/dataset/ModelNet10/sofa/test/sofa_0762.off | true: 7 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/sofa/test/sofa_0766.off | true: 7 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/sofa/test/sofa_0770.off | true: 7 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/sofa/test/sofa_0775.off | true: 7 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/sofa/test/sofa_0780.off | true: 7 | clean: 8 | adv: 8
victim_models/dataset/ModelNet10/table/test/table_0394.off | true: 8 | clean: 8 | adv: 8
victim_models/dataset/ModelNet10/table/test/table_0397.off | true: 8 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/table/test/table_0401.off | true: 8 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/table/test/table_0404.off | true: 8 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/table/test/table_0408.off | true: 8 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/table/test/table_0410.off | true: 8 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/table/test/table_0413.off | true: 8 | clean: 8 | adv: 1
victim_models/dataset/ModelNet10/table/test/table_0415.off | true: 8 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/table/test/table_0418.off | true: 8 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/table/test/table_0420.off | true: 8 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/table/test/table_0423.off | true: 8 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/table/test/table_0427.off | true: 8 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/table/test/table_0429.off | true: 8 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/table/test/table_0433.off | true: 8 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/table/test/table_0435.off | true: 8 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/table/test/table_0437.off | true: 8 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/table/test/table_0439.off | true: 8 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/table/test/table_0441.off | true: 8 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/table/test/table_0444.off | true: 8 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/table/test/table_0447.off | true: 8 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/table/test/table_0451.off | true: 8 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/table/test/table_0455.off | true: 8 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/table/test/table_0457.off | true: 8 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/table/test/table_0462.off | true: 8 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/table/test/table_0464.off | true: 8 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/table/test/table_0467.off | true: 8 | clean: 3 | adv: 3
victim_models/dataset/ModelNet10/table/test/table_0473.off | true: 8 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/table/test/table_0475.off | true: 8 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/table/test/table_0477.off | true: 8 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/table/test/table_0480.off | true: 8 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/table/test/table_0482.off | true: 8 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/table/test/table_0486.off | true: 8 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/table/test/table_0488.off | true: 8 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/table/test/table_0490.off | true: 8 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/table/test/table_0492.off | true: 8 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/toilet/test/toilet_0346.off | true: 9 | clean: 1 | adv: 1
victim_models/dataset/ModelNet10/toilet/test/toilet_0353.off | true: 9 | clean: 8 | adv: 8
victim_models/dataset/ModelNet10/toilet/test/toilet_0358.off | true: 9 | clean: 3 | adv: 3
victim_models/dataset/ModelNet10/toilet/test/toilet_0363.off | true: 9 | clean: 5 | adv: 5
victim_models/dataset/ModelNet10/toilet/test/toilet_0383.off | true: 9 | clean: 3 | adv: 3
victim_models/dataset/ModelNet10/toilet/test/toilet_0393.off | true: 9 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/toilet/test/toilet_0403.off | true: 9 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/toilet/test/toilet_0417.off | true: 9 | clean: 8 | adv: 8
victim_models/dataset/ModelNet10/toilet/test/toilet_0434.off | true: 9 | clean: 2 | adv: 2
victim_models/dataset/ModelNet10/toilet/test/toilet_0438.off | true: 9 | clean: 1 | adv: 1
