path,true,clean,adv
victim_models/dataset/ModelNet10/bathtub/test/bathtub_0108.off | true: 0 | clean: 0 | adv: 7
victim_models/dataset/ModelNet10/night_stand/test/night_stand_0202.off | true: 6 | clean: 4 | adv: 4
victim_models/dataset/ModelNet10/night_stand/test/night_stand_0207.off | true: 6 | clean: 6 | adv: 6
victim_models/dataset/ModelNet10/night_stand/test/night_stand_0209.off | true: 6 | clean: 6 | adv: 3
victim_models/dataset/ModelNet10/night_stand/test/night_stand_0210.off | true: 6 | clean: 4 | adv: 4
victim_models/dataset/ModelNet10/night_stand/test/night_stand_0212.off | true: 6 | clean: 6 | adv: 8
victim_models/dataset/ModelNet10/night_stand/test/night_stand_0215.off | true: 6 | clean: 6 | adv: 4
victim_models/dataset/ModelNet10/night_stand/test/night_stand_0216.off | true: 6 | clean: 8 | adv: 8
victim_models/dataset/ModelNet10/night_stand/test/night_stand_0222.off | true: 6 | clean: 6 | adv: 6
victim_models/dataset/ModelNet10/night_stand/test/night_stand_0223.off | true: 6 | clean: 6 | adv: 4
victim_models/dataset/ModelNet10/night_stand/test/night_stand_0224.off | true: 6 | clean: 6 | adv: 0
victim_models/dataset/ModelNet10/sofa/test/sofa_0681.off | true: 7 | clean: 3 | adv: 6
victim_models/dataset/ModelNet10/sofa/test/sofa_0686.off | true: 7 | clean: 7 | adv: 1
victim_models/dataset/ModelNet10/sofa/test/sofa_0687.off | true: 7 | clean: 7 | adv: 1
victim_models/dataset/ModelNet10/sofa/test/sofa_0693.off | true: 7 | clean: 7 | adv: 1
victim_models/dataset/ModelNet10/sofa/test/sofa_0695.off | true: 7 | clean: 7 | adv: 1
victim_models/dataset/ModelNet10/sofa/test/sofa_0699.off | true: 7 | clean: 7 | adv: 3
victim_models/dataset/ModelNet10/sofa/test/sofa_0704.off | true: 7 | clean: 7 | adv: 1
victim_models/dataset/ModelNet10/sofa/test/sofa_0707.off | true: 7 | clean: 7 | adv: 1
victim_models/dataset/ModelNet10/sofa/test/sofa_0720.off | true: 7 | clean: 7 | adv: 1
victim_models/dataset/ModelNet10/sofa/test/sofa_0737.off | true: 7 | clean: 7 | adv: 7
victim_models/dataset/ModelNet10/table/test/table_0394.off | true: 8 | clean: 8 | adv: 3
victim_models/dataset/ModelNet10/table/test/table_0395.off | true: 8 | clean: 3 | adv: 3
victim_models/dataset/ModelNet10/table/test/table_0397.off | true: 8 | clean: 8 | adv: 3
victim_models/dataset/ModelNet10/table/test/table_0398.off | true: 8 | clean: 3 | adv: 3
victim_models/dataset/ModelNet10/table/test/table_0401.off | true: 8 | clean: 8 | adv: 1
victim_models/dataset/ModelNet10/table/test/table_0403.off | true: 8 | clean: 8 | adv: 3
victim_models/dataset/ModelNet10/table/test/table_0404.off | true: 8 | clean: 8 | adv: 3
victim_models/dataset/ModelNet10/table/test/table_0408.off | true: 8 | clean: 8 | adv: 3
victim_models/dataset/ModelNet10/table/test/table_0410.off | true: 8 | clean: 3 | adv: 3
victim_models/dataset/ModelNet10/table/test/table_0413.off | true: 8 | clean: 8 | adv: 3
victim_models/dataset/ModelNet10/toilet/test/toilet_0348.off | true: 9 | clean: 9 | adv: 2
victim_models/dataset/ModelNet10/toilet/test/toilet_0353.off | true: 9 | clean: 9 | adv: 1
victim_models/dataset/ModelNet10/toilet/test/toilet_0354.off | true: 9 | clean: 9 | adv: 2
victim_models/dataset/ModelNet10/toilet/test/toilet_0363.off | true: 9 | clean: 9 | adv: 2
victim_models/dataset/ModelNet10/toilet/test/toilet_0390.off | true: 9 | clean: 9 | adv: 2
victim_models/dataset/ModelNet10/toilet/test/toilet_0393.off | true: 9 | clean: 9 | adv: 2
victim_models/dataset/ModelNet10/toilet/test/toilet_0402.off | true: 9 | clean: 9 | adv: 2
victim_models/dataset/ModelNet10/toilet/test/toilet_0403.off | true: 9 | clean: 9 | adv: 3
victim_models/dataset/ModelNet10/toilet/test/toilet_0417.off | true: 9 | clean: 9 | adv: 2
victim_models/dataset/ModelNet10/toilet/test/toilet_0430.off | true: 9 | clean: 9 | adv: 2
